Subj,Class,risk_score
1,0,-8.667
2,1,-5.188
3,0,-0.274
4,1,-5.188
5,0,-5.188
6,0,-0.274
7,0,-0.274
8,1,7.929
9,0,13.117
10,0,-0.274
11,1,-5.188
12,1,4.914
13,1,8.203
14,0,-0.274
15,0,-8.667
16,0,4.914
17,1,4.914
18,0,-8.667
19,1,-5.188
20,0,4.914
21,1,-5.188
22,0,4.914
23,1,-3.479
24,1,-5.188
25,1,7.929
26,0,-5.188
27,1,-3.753
28,0,-0.274
29,0,4.914
30,1,-3.753
31,0,-5.188
32,0,8.203
33,1,0
34,0,0
35,0,-5.188
36,1,9.638
37,0,3.015
38,1,-0.274
39,0,8.203
40,1,-0.274
41,1,-3.479
42,1,0
43,0,-3.479
44,0,4.914
45,1,0
46,0,4.45
47,1,-0.274
48,0,0
49,0,7.929
50,0,13.117
51,0,-0.274
52,0,0
53,1,-8.667
54,1,-0.274
55,1,1.435
56,0,-5.188
57,1,-5.188
58,1,-5.188
59,0,4.914
60,1,0
61,1,4.914
62,1,-5.188
63,1,-5.188
64,1,-0.274
65,0,0
66,1,4.914
67,1,4.914
68,1,7.929
69,1,-0.464
70,1,-0.274
71,1,-0.274
72,0,13.117
73,1,0
74,0,0
75,1,3.015
76,0,0
77,1,-5.188
78,0,-0.464
79,1,0
80,1,-3.753
81,1,-5.188
82,1,3.015
83,0,7.929
84,1,-3.753
85,0,4.914
86,1,0
87,1,-0.274
88,0,-8.667
89,1,-8.667
90,0,-5.188
91,1,0
92,1,4.914
93,1,-8.667
94,1,3.015
95,0,-8.667
96,1,4.914
97,1,-0.274
98,1,4.914
99,0,1.435
100,0,-0.274
101,0,4.914
102,0,0
103,0,1.435
104,0,-3.753
105,1,8.203
106,0,4.914
107,1,-3.753
108,1,-3.479
109,1,-5.188
110,1,4.914
111,1,-3.753
112,1,1.435
113,1,0
114,0,-8.667
115,1,-3.479
116,0,-5.188
117,1,-8.667
118,0,-0.274
119,0,3.015
120,0,3.015
121,0,-0.274
122,0,-3.753
123,0,-8.667
124,1,-3.753
125,1,-0.274
126,0,-5.188
127,1,-0.274
128,1,4.724
129,1,0
130,0,-5.188
131,0,3.015
132,0,-3.753
133,0,-3.753
134,1,-0.274
135,1,-3.479
136,1,-0.274
137,1,4.914
138,0,4.914
139,1,0
140,1,1.435
141,1,4.914
142,0,-3.479
143,1,-0.274
144,0,3.015
145,0,4.914
146,1,8.203
147,1,9.638
148,1,4.914
149,0,13.117
150,0,3.015
151,1,0
152,0,0
153,0,0
154,0,4.914
155,1,1.435
156,0,-3.753
157,1,3.015
158,0,-5.188
159,1,3.015
160,0,0
161,0,-0.274
162,0,3.015
163,0,0
164,1,1.435
165,1,-0.274
166,1,-0.274
167,0,9.638
168,0,-3.753
169,0,8.203
170,0,7.929
171,0,13.117
172,0,0
173,0,8.203
174,1,8.203
175,1,7.929
176,1,0
177,0,4.914
178,0,13.117
179,0,4.914
180,1,-8.667
181,1,-0.274
182,0,4.724
183,1,3.015
184,1,0
185,0,-0.274
186,0,0
187,0,-5.188
188,0,-0.464
189,0,-5.188
190,0,4.724
191,1,-3.479
192,1,0
193,0,-0.274
194,0,7.929
195,0,-0.274
196,0,-8.667
197,1,-8.667
198,1,-5.188
199,1,-0.274
200,1,0
201,1,9.638
202,1,-0.274
203,1,0
204,0,4.914
205,1,-3.753
206,0,-0.274
207,0,-0.274
208,0,-3.479
209,1,-5.188
210,1,-3.479
211,0,9.638
212,0,0
213,0,8.203
214,1,8.203
215,0,4.914
216,0,13.117
217,1,-3.479
218,1,0
219,0,-5.188
220,1,-5.188
221,1,4.914
222,1,-3.753
223,0,13.117
224,1,0
225,0,1.435
226,1,0
227,0,1.435
228,1,0
229,1,-0.274
230,1,-0.274
231,0,-5.188
232,0,3.015
233,0,-3.479
234,0,-0.274
235,0,0
236,1,-3.479
237,0,4.914
238,1,-5.188
239,1,-3.479
240,1,-3.479
241,0,-5.188
242,0,4.914
243,0,-0.274
244,1,-5.188
245,0,3.015
246,1,-8.667
247,1,4.914
248,0,4.914
249,0,7.929
250,0,4.914
251,0,-0.274
252,1,3.015
253,1,-5.188
254,0,0
255,0,7.929
256,0,-3.479
257,0,0
258,0,-0.274
259,0,-5.188
260,0,0
261,1,-3.479
262,1,7.929
263,0,4.914
264,0,0
265,1,-0.274
266,1,7.929
267,0,0
268,0,3.015
269,0,-0.274
270,0,-5.188
271,0,4.914
272,0,0
273,1,8.203
274,0,-5.188
275,1,0
276,0,-0.274
277,0,-0.274
278,1,-0.274
279,1,-3.753
280,1,4.914
281,1,-0.274
282,0,0
283,0,1.435
284,0,-8.667
285,0,-5.188
286,0,1.435
287,1,8.203
288,0,-3.479
289,1,-0.274
290,1,0
291,1,0
292,1,-5.188
293,0,4.914
294,1,4.914
295,0,7.929
296,0,-5.188
297,1,-8.667
298,0,3.015
299,0,13.117
300,0,0
301,0,8.203
302,0,-0.274
303,1,4.914
304,1,-8.667
305,0,-8.667
306,0,-0.274
307,1,-0.274
308,0,13.117
309,1,0
310,1,3.015
311,1,0
312,1,7.929
313,1,0
314,0,-0.274
315,1,0
316,0,-0.274
317,1,-5.188
318,1,4.914
319,1,0
320,0,-5.188
321,0,0
322,1,0
323,0,4.914
324,1,0
325,0,-5.188
326,0,3.015
327,1,0
328,0,8.203
329,1,0
330,0,4.914
331,0,4.914
332,1,-0.274
333,0,3.015
334,1,8.203
335,0,4.914
336,0,7.929
337,0,0
338,1,-5.188
339,0,-0.274
340,1,-5.188
341,0,0
342,0,13.117
343,0,4.914
344,1,-5.188
345,1,-5.188
346,1,9.638
347,1,1.435
348,0,0
349,1,-5.188
350,1,0
351,0,4.914
352,1,-5.188
353,0,4.914
354,1,1.435
355,1,1.435
356,1,-0.274
357,1,0
358,1,4.914
359,0,13.117
360,1,-0.274
361,0,0
362,0,-3.479
363,1,3.015
364,1,-3.479
365,1,-3.753
366,0,1.435
367,0,-3.753
368,0,-3.479
369,0,-0.274
370,0,4.914
371,1,-0.274
372,1,4.914
373,1,-3.753
374,1,-8.667
375,1,-3.479
376,1,9.638
377,0,-5.188
378,0,-3.753
379,1,4.914
380,0,-3.753
381,1,-5.188
382,1,-0.274
383,1,-5.188
384,1,-3.479
385,0,4.914
386,1,13.117
387,0,-3.753
388,0,8.203
389,1,-0.464
