Subj,Class,risk_score
1,0,-2.892
2,0,0
3,1,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,1,-2.892
11,0,0
12,1,0
13,0,0
14,0,0
15,0,0
16,1,-2.892
17,1,0
18,1,0
19,0,0
20,1,0
21,1,0
22,1,0
23,1,-2.892
24,0,0
25,1,0
26,1,0
27,0,0
28,1,-2.892
29,0,0
30,1,-2.892
31,1,-2.892
32,1,0
33,0,0
34,1,0
35,1,0
36,1,0
37,0,0
38,1,0
39,0,0
40,1,0
41,1,0
42,1,0
43,0,0
44,1,0
45,1,0
46,1,0
47,0,-2.892
48,1,0
49,0,0
50,0,-2.892
51,0,0
52,1,0
53,0,0
54,1,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,1,-2.892
61,1,-2.892
62,1,0
63,1,-2.892
64,0,-2.892
65,0,0
66,0,0
67,0,0
68,0,-2.892
69,1,0
70,0,0
71,0,-2.892
72,1,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,1,0
79,0,0
80,1,0
81,1,-2.892
82,1,0
83,0,-2.892
84,0,-2.892
85,1,0
86,0,0
87,0,0
88,0,-2.892
89,0,0
90,0,-2.892
91,1,0
92,0,0
93,0,-2.892
94,0,0
95,1,0
96,1,-2.892
97,0,-2.892
98,0,0
99,1,0
100,1,0
101,1,0
102,0,0
103,0,0
104,1,0
105,1,-2.892
106,0,0
107,1,0
108,1,0
109,0,0
110,0,0
111,0,0
112,1,-2.892
113,0,-2.892
114,0,0
115,0,0
116,1,0
117,1,0
118,0,0
119,1,0
120,0,-2.892
121,1,-2.892
122,1,-2.892
123,1,-2.892
124,0,-2.892
125,1,-2.892
126,0,0
127,1,0
128,1,0
129,1,-2.892
130,0,0
131,0,0
132,0,0
133,0,-2.892
134,1,0
135,1,0
136,0,0
137,1,0
138,0,0
139,0,0
140,1,0
141,1,-2.892
142,0,0
143,1,0
144,0,-2.892
145,1,0
146,1,0
147,0,0
148,0,0
149,1,0
150,1,0
151,0,-2.892
152,1,0
153,0,0
154,0,0
155,1,-2.892
156,1,-2.892
157,0,-2.892
158,0,0
159,0,0
160,1,-2.892
161,0,0
162,0,0
163,0,0
164,1,0
165,0,0
166,1,0
167,1,0
168,0,0
169,0,0
170,1,0
171,0,0
172,0,0
173,1,0
174,1,-2.892
175,0,-2.892
176,0,0
177,0,0
178,0,0
179,1,-2.892
180,0,0
181,1,0
182,0,-2.892
183,1,0
184,1,0
185,0,0
186,0,0
187,1,0
188,0,0
189,1,-2.892
190,1,-2.892
191,1,0
192,0,0
193,0,-2.892
194,0,0
195,1,0
196,1,0
197,1,0
198,1,-2.892
199,1,0
200,0,0
201,0,-2.892
202,0,-2.892
203,1,0
204,0,0
205,1,0
206,0,0
207,0,0
208,1,0
209,1,0
210,1,0
211,0,-2.892
212,1,-2.892
213,1,0
214,0,0
215,1,0
216,1,-2.892
217,1,-2.892
218,0,0
219,0,0
220,0,0
221,0,-2.892
222,0,-2.892
223,0,-2.892
224,0,0
225,1,0
226,0,0
227,1,-2.892
228,1,0
229,1,-2.892
230,1,0
231,1,0
232,1,0
233,1,0
234,1,-2.892
235,0,0
236,1,0
237,1,-2.892
238,1,0
239,1,0
240,0,-2.892
241,1,0
242,1,0
243,0,-2.892
244,0,0
245,0,0
246,0,0
247,0,0
248,0,0
249,1,0
250,1,-2.892
251,0,0
252,1,0
253,1,-2.892
254,0,0
255,0,0
256,0,0
257,1,-2.892
258,0,0
259,0,0
260,1,-2.892
261,0,0
262,0,0
263,1,-2.892
264,1,0
265,0,0
266,0,0
267,0,0
268,0,0
269,1,0
270,0,0
271,0,-2.892
272,1,0
273,0,0
274,0,0
275,1,0
276,0,0
277,1,0
278,0,0
279,0,-2.892
280,0,0
281,0,-2.892
282,0,-2.892
283,1,-2.892
284,1,-2.892
285,1,-2.892
286,1,0
