Subj,Class,risk_3d
1,1,-726.078
2,1,2364.275
3,1,-732.428
4,1,-820.127
5,1,2428.722
6,1,-761.484
7,1,2421.881
8,1,2467.509
9,1,-811.963
10,0,-811.405
11,0,-706.788
12,0,-869.512
13,1,-703.422
14,0,2412.809
15,1,-782.391
16,0,2384.534
17,1,-804.811
18,1,-747.102
19,1,-749.646
20,1,-775.84
21,1,-845.42
22,1,-775.33
23,1,-745.863
24,1,2448.932
25,0,-817.934
26,1,-706.488
27,0,-826.065
28,0,-833.141
29,1,-801.692
30,0,-786.31
31,1,-775.715
32,1,2383.966
33,0,-749.412
34,0,-772.812
35,0,-819.807
36,0,2386.829
37,1,-763.7
38,0,2384.463
39,0,-744.791
40,1,-806.246
41,1,-879.262
42,0,-697.41
43,0,-851.027
44,1,-730.93
45,1,-827.453
46,1,-828.783
47,1,2312.133
48,1,-757.204
49,1,-791.176
50,1,-813.045
51,1,-747.225
52,0,-736.971
53,1,-819.605
54,0,2407.978
55,0,-729.045
56,0,-837.154
57,0,-796.989
58,0,-838.754
59,1,-777.711
60,0,-759.315
61,1,-795.104
62,1,-700.344
63,1,2401.868
64,1,-736.838
65,0,-815.458
66,1,-769.544
67,1,-814.607
68,0,-717.654
69,0,2377.224
70,0,2388.394
71,1,-846.083
72,0,-775.204
73,1,-804.816
74,0,2360.334
75,1,-757.025
76,0,-773.597
77,0,-787.766
78,1,2405.613
79,1,-814.477
80,1,-696.041
81,1,-793.159
82,0,-776.104
83,0,2401.283
84,0,-774.307
85,0,-825.582
86,0,-788.608
87,1,-771.266
88,0,-812.172
89,1,2320.802
90,1,-800.835
91,0,-845.859
92,0,-770.064
93,0,-740.972
94,0,-860.577
95,1,2315.026
96,0,-876.097
97,0,-840.831
98,0,-822.427
99,1,-795.401
100,1,-772.603
101,1,2385.49
102,1,-733.022
103,1,-773.649
104,1,-872.86
105,1,2423.199
106,1,-853.669999999999
107,0,2411.735
108,1,-768.615
109,0,2293.202
110,0,-835.259
111,0,-799.739
112,0,2414.557
113,0,-719.065
114,0,-803.861
115,1,-781.304
116,1,-797.719
117,1,-858.198
118,1,-770.896
119,0,-836.841
120,0,-742.498
121,0,-812.56
122,0,-697.336
123,1,2422.874
124,0,-759.833
125,0,-807.844
126,1,2372.67
127,1,-675.856
128,0,-801.626
129,0,-772.077
130,1,-787.276
131,0,2418.987
132,0,2410.143
133,1,-815.621
134,1,-878.603
135,1,-772.1
136,0,-728.873
137,0,-753.71
138,0,-689.273
139,0,-716.08
140,0,-802.333
141,0,-711.398
142,0,-834.673
143,1,-758.037
144,1,-822.605
145,0,-779.306
146,1,-721.408
147,1,-729.453
148,0,-674.819
149,1,2374.333
150,0,-774.718
151,1,2450.43
152,1,-819.709
153,0,-774.718
154,1,-815.028
155,1,-812.624
156,0,2412.759
157,1,2396.954
158,0,-811.019
159,1,-756.885
160,1,2386.084
161,1,-793.279
162,0,-740.79
163,0,-821.777
164,1,-853.137
165,0,-801.126
166,1,-850.392
167,1,-764.623
168,1,-756.506
169,0,-793.469
170,0,-811.019
171,0,-773.802
172,1,-835.338
173,0,-763.003
174,1,-753.208
175,0,-725.108
176,1,-768.356
177,0,-749.211
178,1,-759.848
179,1,-855.976999999999
180,0,2436.186
181,0,2365.716
182,0,-679.754
183,0,-733.851
184,1,-794.472
185,1,-739.354
186,1,-792.313
187,1,-775.407
188,0,-754.604
189,0,2355.073
190,1,-739.626
191,0,2356.075
192,0,-755.002
193,1,-809.284
194,0,2328.161
195,1,2274.603
196,1,-780.745
197,1,-814.165
198,1,-851.117
199,0,-832.964
200,1,-755.067
