Subj,Class,risk_2d
1,0,-60.902
2,1,-47.351
3,1,376.768
4,0,21.685
5,0,-409.253
6,1,378.823
7,0,-390.379
8,0,-397.872
9,1,400.788
10,1,9.27899999999999
11,0,-33.834
12,1,-33.68
13,1,34.781
14,0,-405.628
15,0,-383.22
16,1,-24.727
17,0,-51.363
18,0,-380.412
19,0,-49.226
20,0,-413.845
21,1,381.808
22,1,385.253
23,0,-358.696
24,0,-412.024
25,0,-396.698
26,1,-52.827
27,1,-15.276
28,1,402.981
29,1,410.76
30,0,-400.887
31,0,34.353
32,1,379.02
33,1,402.454
34,0,-62.979
35,0,-400.697
36,1,414.936
37,1,-43.868
38,1,37.69
39,1,44.759
40,0,-405.849
41,0,52.287
42,0,-50.475
43,0,-399.635
44,1,391.345
45,0,-385.074
46,0,28.821
47,1,396.979
48,1,385.253
49,1,-66.236
50,1,386.543
51,0,-48.505
52,0,36.585
53,0,-47.23
54,0,53.384
55,1,386.527
56,0,-397.872
57,0,-73.315
58,1,419.69
59,0,-396.97
60,1,402.65
61,1,372.969
62,0,-31.254
63,0,-393.26
64,1,377.093
65,0,-57.34
66,1,42.681
67,1,391.58
68,1,-40.769
69,0,-405.673
70,0,21.057
71,0,-41.88
72,1,27.146
73,1,393.494
74,0,-378.914
75,0,-396.277
76,0,49.169
77,0,-415.551
78,1,381.933
79,0,-387.77
80,0,-388.923
81,1,34.446
82,1,381.008
83,0,-46.169
84,0,-51.213
85,0,54.242
86,0,-49.936
87,1,385.186
88,0,-56.663
89,1,364.713
90,0,49.139
91,1,377.867
92,0,-396.795
93,0,29.536
94,1,46.971
95,0,-408.734
96,1,390.746
97,1,36.658
98,0,-384.13
99,0,-53.698
100,1,400.032
101,0,-53.522
102,1,376.55
103,1,397.157
104,0,-382.569
105,0,-408.324
106,1,-53.831
107,0,-43.948
108,0,-414.01
109,0,-71.419
110,0,-49.926
111,0,-394.108
112,0,-40.928
113,1,-40.503
114,1,42.692
115,0,-54.551
116,1,401.997
117,1,421.251
118,1,391.811
119,1,390.951
120,0,-369.409
121,0,-378.043
122,1,381.155
123,1,18.262
124,1,415.399
125,0,41.023
126,1,394.591
127,1,60.76
128,0,-69.706
129,0,-47.23
130,0,-405.571
131,0,-395.074
132,1,45.152
133,0,-378.176
134,1,37.175
135,1,375.937
136,0,-422.516
137,1,401.658
138,0,-381.126
139,0,-60.046
140,1,401.207
141,0,-388.832
142,1,400.343
143,1,389.906
144,0,-374.046
145,1,393.393
146,1,407.675
147,1,-25.928
148,1,-47.474
149,1,402.51
150,0,-392.663
151,0,-399.95
152,0,-415.589
153,0,-52.103
154,1,53.522
155,1,387.552
156,0,-393.87
157,1,367.676
158,1,19.576
159,1,27.952
160,1,394.591
161,0,-63.542
162,1,-36.575
163,0,-412.203
164,1,387.75
165,0,-386.9
166,0,-400.692
167,1,-27.959
168,0,-415.884
169,1,387.356
170,1,-392.503
171,1,371.507
172,0,38.55
173,1,47.881
174,0,-393.533
175,0,-383.479
176,1,-29.78
177,0,-371
178,1,35.301
179,1,415.61
180,1,393.393
181,0,43.978
182,0,-40.842
183,1,401.237
184,0,45.928
185,0,-379.769
186,1,-50.805
187,1,30.335
188,0,-407.419
189,0,-401.131
190,0,-394.731
191,0,-398.484
192,0,-404.349
193,0,-384.13
194,1,33.248
