Subj,Class,risk_3d
1,0,-2701.915
2,1,-4902.509
3,1,-5553.28
4,1,-5604.17
5,0,-4473.418
6,1,1347.534
7,0,4189.823
8,1,5452.362
9,1,-6483.644
10,0,3746.919
11,1,-1777.816
12,1,-5072.268
13,0,3795.038
14,1,4663.392
15,0,-2672.603
16,1,-823.881
17,1,-399.242
18,0,4728.514
19,0,-3590.966
20,1,1172.761
21,1,-4618.777
22,1,-4198.584
23,0,4550.832
24,0,4204.005
25,1,-2.5489999999999
26,0,4644.173
27,0,4190.322
28,1,1238.717
29,0,4680.353
30,1,-5561.653
31,1,-5079.917
32,1,1177.512
33,1,-3805.64
34,1,5450.147
35,1,-5219.878
36,1,5436.745
37,0,-2814.474
38,0,-3589.413
39,0,-1842.922
40,1,5510.871
41,1,-3821.324
42,0,-3494.263
43,1,1399.722
44,1,1246.192
45,1,917.315
46,0,4183.83
47,0,-2752.541
48,1,5107.674
49,1,-3337.318
50,0,-1666.655
51,0,-2730.992
52,0,4575.441
53,0,-1823.665
54,0,-2699.536
55,0,4642.398
56,0,5543.182
57,0,4212.794
58,0,4203.694
59,1,-4263.116
60,0,-4505.455
61,1,-5501.641
62,1,-4232.13
63,1,-5048.513
64,1,-874.727
65,1,408.254
66,1,-2225.478
67,0,-3611.875
68,0,-1850.222
69,0,-109.262
70,1,-4715.05
71,1,1285.035
72,1,-5534.577
73,0,4182.522
74,0,-2725.875
75,1,5088.999
76,1,4569.747
77,1,1768.221
78,1,-4706.712
79,1,450.933
80,1,-4841.956
81,0,3748.922
82,1,-2948.965
83,1,-5945.148
84,1,838.032
85,1,-4275.422
86,1,354.912
87,0,4689.335
88,1,-4614.141
89,0,-3635.668
90,0,-2762.301
91,1,5026.819
92,1,-4761.14
93,1,5886.466
94,1,-4194.075
95,1,1288.857
96,1,-112.759
97,1,-4309.762
98,1,-5606.203
99,0,-3576.576
100,1,-5636.287
101,1,840.39
102,1,5431.395
103,1,5098.924
104,1,-473.495
105,1,4996.726
106,1,-4198.546
107,0,6384.797
108,0,-1044.68
109,1,-4228.55
110,0,-1815.587
111,0,3753.674
112,0,-2704.994
113,0,-2761.352
114,1,-4223.623
115,0,-3684.959
116,1,-4267.042
117,1,1664.828
118,0,-1824.159
119,1,-6435.522
120,0,5099.879
121,1,-4716.969
122,0,-3602.535
123,0,4252.682
124,1,-5559.425
125,1,-4762.16
126,0,-2735.904
127,1,4600.094
128,0,-397.581
129,1,-5492.19
130,0,-3562.155
131,0,3702.097
132,0,4146.959
133,1,-6444.382
134,0,-1889.466
135,0,4208.699
136,0,3842.827
137,0,5139.264
138,0,4631.809
139,1,1269.892
140,0,-3574.298
141,0,-1826.231
142,0,4632.54
143,1,-5130.624
144,1,349.016
145,0,-2641.359
146,0,-2716.113
147,0,4239.609
148,0,-3561.136
149,0,-1857.545
150,1,-5191.983
151,0,-979.575000000001
152,0,1724.919
153,1,-4562.079
154,0,-3635.17
155,1,-914.26
156,0,-903.204
157,0,-1885.495
158,0,-1017.596
159,0,347.369
160,0,3861.466
161,0,-110.365
162,0,5960.317
163,0,-3539.889
164,1,436.336
165,0,5015.423
166,1,-5535.357
167,0,-1839.748
168,0,-930.895
169,1,1835.854
170,0,4693.922
171,1,-3408.11
172,0,-1022.564
173,0,-1887.161
174,0,-2735.083
175,0,5033.821
176,1,-5647.827
177,0,856.937
178,0,-2712.754
179,1,-3724.841
180,0,-371.62
181,0,-4433.573
182,0,-3487.216
183,0,-1932.472
184,0,-2698.213
185,0,1295.275
186,1,-418.602
187,1,-5537.539
188,0,5941.744
189,1,-4708.158
190,1,-4352.842
191,1,-1006.701
192,0,-2802.681
193,0,-3567.257
194,1,5448.929
195,1,-3376.055
196,0,-1312.412
197,0,5065.959
198,1,-6462.22
199,0,-2784.139
200,1,-485.892
