Subj,Class,risk_3d
1,1,-15.089
2,1,8.55
3,1,19.737
4,1,5.683
5,1,-29.237
6,1,-74.245
7,1,-77.178
8,1,-7.09
9,1,-30.387
10,1,-22.712
11,1,6.38400000000001
12,1,-103.86
13,1,16.04
14,1,-18.131
15,1,-62.269
16,1,-39.07
17,1,-2.96500000000001
18,1,-0.941999999999998
19,1,-52.239
20,1,69.072
21,1,-29.57
22,1,-43.969
23,1,-56.783
24,1,-121.568
25,1,41.822
26,1,78.945
27,1,-6.679
28,1,80.95
29,1,73.994
30,1,36.275
31,1,14.304
32,1,99.82
33,0,-17.948
34,0,-105.905
35,0,-120.476
36,0,20.831
37,1,-79.667
38,1,-31.481
39,1,-5.33899999999999
40,1,27.665
41,1,12.281
42,1,-10.857
43,1,83.147
44,1,33.218
45,1,47.46
46,1,34.662
47,1,1.528
48,1,-96.584
49,1,-53.765
50,1,-9.66199999999999
51,1,-92.468
52,1,70.554
53,1,-141.127
54,1,-72.554
55,1,30.757
56,1,-82.11
57,1,-104.407
58,1,-13.182
59,1,-95.852
60,1,-9.85
61,1,105.784
62,1,-82.838
63,1,56.557
64,1,40.83
65,1,56.523
66,1,21.324
67,1,-11.07
68,1,-111.239
69,1,63.739
70,1,40.681
71,1,-15.768
72,1,-12.58
73,1,-60.393
74,1,-67.99
75,1,-15.108
76,1,-6.36199999999999
77,1,81.39
78,1,-27.145
79,1,9.37699999999999
80,1,-10.132
81,1,69.313
82,1,-6.48099999999999
83,1,20.758
84,1,-61.582
85,1,-20.655
86,1,-21.065
87,1,2.047
88,1,-54.429
89,0,-3.47999999999999
90,0,-15.042
91,0,-64.631
92,0,-73.782
93,0,23.696
94,0,-33.826
95,0,14.491
96,0,82.897
97,0,82.425
98,0,-0.822000000000005
99,0,19.872
100,0,-54.988
101,0,-35.794
102,0,31.045
103,1,115.982
104,0,-14.555
105,0,96.455
106,0,-124.216
107,1,-96.895
108,0,-14.381
109,0,-26.307
110,0,-29.568
111,0,-109.204
112,0,-80.053
113,0,12.178
114,1,-5.575
115,0,-72.547
116,0,31.627
117,0,10.136
118,0,75.542
119,0,-21.467
120,0,37.068
121,0,-48.674
122,0,60.564
123,0,-125.298
124,0,-14.941
125,0,-24.194
126,0,123.275
127,0,37.318
128,1,10.816
129,0,-43.676
130,0,-42.717
131,0,63.919
132,0,-16.479
133,0,-30.883
134,0,47.46
135,0,-64.063
136,0,-109.412
137,0,-96.017
138,0,-40.486
139,0,8.09200000000002
140,0,22.944
141,0,-35.999
142,0,112.818
143,0,9.935
144,0,-60.399
145,0,-44.358
146,0,-41.542
147,0,-35.743
148,0,-89.202
149,0,-16.448
150,0,19.53
151,0,84.938
152,0,121.464
153,0,19.455
154,0,36.886
155,0,4.98500000000001
156,0,-20.232
157,1,91.642
158,0,86.367
159,0,61.418
160,0,28.281
161,0,-82.326
162,0,-173.511
163,0,-67.247
164,0,-50.844
165,0,-25.214
166,0,-138.415
167,1,31.923
168,0,78.683
169,0,-45.659
170,1,71.974
171,0,98.895
172,0,13.552
173,0,-64.606
174,0,19.048
175,0,-109.067
176,0,-123.78
177,0,52.851
178,0,-50.586
179,0,-34.502
180,0,18.109
181,0,-126.818
182,0,25.046
183,0,39.123
184,0,-67.457
185,1,52.751
186,1,35.288
187,0,-71.052
188,0,110.148
189,0,110.765
190,0,14.558
191,0,68.058
192,0,12.581
193,0,-135.432
194,0,-65.606
195,0,-32.962
196,0,-7.412
197,0,121.392
198,0,17.648
199,0,38.948
200,0,-14.829
