Subj,Class,risk_3d
1,0,-19.906
2,0,51.955
3,0,-96.5
4,0,-34.834
5,1,93.183
6,1,25.186
7,1,-46.349
8,1,-6.53399999999999
9,0,54.284
10,0,9.889
11,1,-25.772
12,0,4.902
13,1,-28.31
14,1,34.569
15,1,53.793
16,1,32.823
17,0,13.517
18,1,111.073
19,0,42.993
20,0,57.515
21,1,71.851
22,1,-71.754
23,1,62.428
24,1,-28.472
25,0,-41.345
26,0,40.999
27,1,-62.683
28,0,40.006
29,1,-33.961
30,1,24.965
31,1,46.269
32,1,-14.266
33,0,-15.654
34,0,-29.004
35,1,-44.383
36,0,-70.076
37,1,50.882
38,1,-4.634
39,0,-23.915
40,1,-30.204
41,0,51.324
42,1,-134.018
43,0,-48.387
44,1,39.23
45,1,62.384
46,0,39.442
47,1,-64.58
48,1,92.947
49,0,-75.263
50,0,40.367
51,0,8.311
52,0,-75.567
53,0,-11.174
54,0,41.727
55,1,-56.277
56,0,-10.109
57,1,37.863
58,0,15.633
59,1,-127.951
60,1,66.494
61,1,-61.859
62,0,47.981
63,1,-54.321
64,0,-35.989
65,1,-40.195
66,0,-81.159
67,0,114.237
68,1,-71.314
69,0,14.127
70,1,-68.56
71,0,72.622
72,1,65.583
73,0,-50.249
74,0,16.894
75,0,53.879
76,0,-60.303
77,1,-54.486
78,0,-6.842
79,0,25.984
80,0,-3.131
81,1,21.218
82,1,-54.654
83,1,-58.202
84,1,-31.535
85,1,-0.997000000000003
86,1,55.295
87,0,-9.18599999999999
88,1,59.799
89,1,60.445
90,0,-52.968
91,1,-31.535
92,1,-102.87
93,1,19.331
94,1,21.503
95,1,52.354
96,1,70.169
97,0,20.766
98,1,62.452
99,1,0.513000000000003
100,1,-17.311
101,0,-78.388
102,0,-27.607
103,1,74.514
104,1,54.069
105,0,-24.173
106,0,-31.265
107,1,-39.098
108,0,49.058
109,0,-84.975
110,0,-27.965
111,1,-13.853
112,0,32.572
113,1,-33.863
114,1,49.701
115,1,-46.329
116,0,-18.038
117,1,-41.746
118,0,-16.274
119,0,-41.192
120,1,66.23
121,0,32.544
122,0,53.017
123,0,-10.142
124,0,15.934
125,0,-6.842
126,0,80.534
127,1,-10.149
128,1,-3.00200000000001
129,1,31.22
130,1,86.854
131,0,48.925
132,0,13.127
133,0,-24.33
134,1,-45.48
135,1,-49.336
136,1,78.053
137,0,31.503
138,0,67.378
139,0,45.802
140,1,-86.811
141,0,7.455
142,0,46.596
143,1,-15.403
144,1,-77.295
145,1,-37.004
146,0,-68.04
147,1,66.23
148,0,4.198
149,1,41.646
150,1,2.41
151,0,30.038
152,0,40.302
153,1,-45.919
154,0,28.77
155,1,-51.658
156,0,17.923
157,1,-39.395
158,0,37.339
159,1,-27.435
160,1,35.888
161,1,31.276
162,1,-105.022
163,1,-71.249
164,1,41.44
165,0,71.03
166,1,15.668
167,0,5.80400000000001
168,0,-15.663
169,0,-64.755
170,0,48.325
171,1,-93.031
172,1,-26.318
173,1,103.718
174,1,-40.648
175,0,47.848
176,1,29.459
177,1,-40.78
178,0,-10.076
179,0,31.75
180,1,9.72799999999999
181,1,-54.325
182,0,2.307
183,0,59.175
184,1,-58.8650000000001
185,0,-2.086
186,1,-48.497
187,1,3.721
188,0,8.982
189,0,-35.993
190,0,-64.99
191,1,8.86300000000001
192,0,-11.272
193,1,-2.464
194,1,37.89
195,0,-64.134
196,0,94.331
197,0,-5.652
198,1,-8.82400000000001
199,0,-40.488
200,0,22.987
